sourceTypeID,roadTypeID,hourDayID,avgSpeedBinID,avgSpeedFraction                                                      
11,4,142,3,0
11,4,142,4,0
11,4,142,5,0
11,4,142,6,0
11,4,142,7,0
11,4,142,8,0
11,4,142,9,0
11,4,142,10,0
11,4,142,11,0
11,4,142,12,0
11,4,142,13,0
11,4,142,14,0
11,4,142,15,0
11,4,142,16,0
11,4,152,1,1
11,4,152,2,0
11,4,152,3,0
11,4,152,4,0
11,4,152,5,0
11,4,152,6,0
11,4,152,7,0
11,4,152,8,0
11,4,152,9,0
11,4,152,10,0
11,4,152,11,0
11,4,152,12,0
11,4,152,13,0
11,4,152,14,0
11,4,152,15,0
11,4,152,16,0
11,4,162,1,1
11,4,162,2,0
11,4,162,3,0
11,4,162,4,0
11,4,162,5,0
11,4,162,6,0
11,4,162,7,0
11,4,162,8,0
11,4,162,9,0
11,4,162,10,0
11,4,162,11,0
11,4,162,12,0
11,4,162,13,0
11,4,162,14,0
11,4,162,15,0
11,4,162,16,0
11,4,172,1,1
11,4,172,2,0
11,4,172,3,0
11,4,172,4,0
11,4,172,5,0
11,4,172,6,0
11,4,172,7,0
11,4,172,8,0
11,4,172,9,0
11,4,172,10,0
11,4,172,11,0
11,4,172,12,0
11,4,172,13,0
11,4,172,14,0
11,4,172,15,0
11,4,172,16,0
11,4,182,1,1
11,4,182,2,0
11,4,182,3,0
11,4,182,4,0
11,4,182,5,0
11,4,182,6,0
11,4,182,7,0
11,4,182,8,0
11,4,182,9,0
11,4,182,10,0
11,4,182,11,0
11,4,182,12,0
11,4,182,13,0
11,4,182,14,0
11,4,182,15,0
11,4,182,16,0
11,4,192,1,1
11,4,192,2,0
11,4,192,3,0
11,4,192,4,0
11,4,192,5,0
11,4,192,6,0
11,4,192,7,0
11,4,192,8,0
11,4,192,9,0
11,4,192,10,0
11,4,192,11,0
11,4,192,12,0
11,4,192,13,0
11,4,192,14,0
11,4,192,15,0
11,4,192,16,0
11,4,202,1,1
11,4,202,2,0
11,4,202,3,0
11,4,202,4,0
