route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,blockname
33,64,138296010,SHUTTLE PARK SOUTH,1,5201,33:51,3301
33,64,138300010,SHUTTLE PARK SOUTH,1,5201,33:51,3301
33,305,137680020,SHUTTLE PARK NORTH,0,5202,33:01,3301
33,305,137681020,SHUTTLE PARK NORTH,0,5202,33:01,3301
33,305,137682020,SHUTTLE PARK NORTH,0,5202,33:01,3301
33,305,137683020,SHUTTLE PARK NORTH,0,5202,33:01,3301
33,305,137684020,SHUTTLE PARK NORTH,0,5202,33:01,3301
33,305,137685020,SHUTTLE PARK NORTH,0,5202,33:01,3301
33,305,137686020,SHUTTLE PARK NORTH,0,5202,33:01,3301
10G,305,135989020,DOWNTOWN,1,2302,10G:54,1511
10G,305,135990020,DOWNTOWN,1,2302,10G:54,1511
10G,305,135991020,DOWNTOWN,1,2302,10G:54,1511
1,305,135677020,ALTON PARK,0,2402,1:04,1512
1,305,135722020,DOWNTOWN,1,2402,1:66,1512
10A,305,135849020,AVONDALE,0,2402,10A:01,1512
10G,305,135979020,DOWNTOWN,1,2402,10G:54,1512
4,305,136992020,HAMILTON PL EXPRESS,0,2402,4:15,1512
4,305,137063020,DOWNTOWN EXPRESS,1,2402,4:67,1512
1,305,135671020,ALTON PARK,0,2502,1:03,1513
1,305,135716020,DOWNTOWN,1,2502,1:66,1513
10A,305,135847020,AVONDALE,0,2502,10A:01,1513
10A,305,135879020,DOWNTOWN,1,2502,10A:52,1513
10G,305,135952020,GLENWOOD,0,2502,10G:03,1513
1,305,135665020,ALTON PARK,0,2602,1:03,1514
1,305,135667020,ALTON PARK,0,2602,1:03,1514
1,305,135669020,ALTON PARK,0,2602,1:03,1514
1,305,135672020,ALTON PARK,0,2602,1:03,1514
1,305,135710020,DOWNTOWN,1,2602,1:65,1514
1,305,135712020,DOWNTOWN,1,2602,1:66,1514
1,305,135714020,DOWNTOWN,1,2602,1:66,1514
1,305,135717020,DOWNTOWN,1,2602,1:66,1514
10A,305,135881020,DOWNTOWN,1,2602,10A:52,1514
10A,305,135882020,DOWNTOWN,1,2602,10A:52,1514
33,64,138275010,SHUTTLE PARK SOUTH,1,5301,33:51,3302
33,64,138279010,SHUTTLE PARK SOUTH,1,5301,33:51,3302
33,64,138283010,SHUTTLE PARK SOUTH,1,5301,33:51,3302
33,64,138287010,SHUTTLE PARK SOUTH,1,5301,33:51,3302
33,64,138291010,SHUTTLE PARK SOUTH,1,5301,33:51,3302
33,64,138295010,SHUTTLE PARK SOUTH,1,5301,33:51,3302
33,64,138299010,SHUTTLE PARK SOUTH,1,5301,33:51,3302
33,305,137655020,SHUTTLE PARK NORTH,0,5302,33:01,3302
33,305,137656020,SHUTTLE PARK NORTH,0,5302,33:01,3302
33,305,137657020,SHUTTLE PARK NORTH,0,5302,33:01,3302
33,305,137658020,SHUTTLE PARK NORTH,0,5302,33:01,3302
33,305,137674020,SHUTTLE PARK NORTH,0,5302,33:01,3302
33,305,137675020,SHUTTLE PARK NORTH,0,5302,33:01,3302
33,305,137676020,SHUTTLE PARK NORTH,0,5302,33:01,3302
33,305,137677020,SHUTTLE PARK NORTH,0,5302,33:01,3302
33,305,137678020,SHUTTLE PARK NORTH,0,5302,33:01,3302
33,305,137679020,SHUTTLE PARK NORTH,0,5302,33:01,3302
33,305,137690020,SHUTTLE PARK NORTH,0,5302,33:01,3302
33,305,137693020,SHUTTLE PARK NORTH,0,5302,33:01,3302
33,305,137698020,SHUTTLE PARK NORTH,0,5302,33:01,3302
33,305,137703020,SHUTTLE PARK NORTH,0,5302,33:01,3302
33,305,137708020,SHUTTLE PARK NORTH,0,5302,33:01,3302
33,305,137713020,SHUTTLE PARK NORTH,0,5302,33:03,3302
33,305,137803020,SHUTTLE PARK SOUTH,1,5302,33:51,3302
33,305,137804020,SHUTTLE PARK SOUTH,1,5302,33:51,3302
33,305,137805020,SHUTTLE PARK SOUTH,1,5302,33:51,3302
33,305,137806020,SHUTTLE PARK SOUTH,1,5302,33:51,3302
33,305,137807020,SHUTTLE PARK SOUTH,1,5302,33:51,3302
33,305,137821020,SHUTTLE PARK SOUTH,1,5302,33:51,3302
33,305,137822020,SHUTTLE PARK SOUTH,1,5302,33:51,3302
33,305,137823020,SHUTTLE PARK SOUTH,1,5302,33:51,3302
33,305,137824020,SHUTTLE PARK SOUTH,1,5302,33:51,3302
33,305,137825020,SHUTTLE PARK SOUTH,1,5302,33:51,3302
33,305,137836020,SHUTTLE PARK SOUTH,1,5302,33:51,3302
33,305,137839020,SHUTTLE PARK SOUTH,1,5302,33:51,3302
33,305,137844020,SHUTTLE PARK SOUTH,1,5302,33:51,3302
33,305,137849020,SHUTTLE PARK SOUTH,1,5302,33:51,3302
33,305,137854020,SHUTTLE PARK SOUTH,1,5302,33:51,3302
33,305,137859020,SHUTTLE PARK SOUTH,1,5302,33:51,3302
33,58,137863070,SHUTTLE PARK NORTH,0,5307,33:01,3302
33,58,137869070,SHUTTLE PARK NORTH,0,5307,33:01,3302
33,58,137873070,SHUTTLE PARK NORTH,0,5307,33:01,3302
33,58,137877070,SHUTTLE PARK NORTH,0,5307,33:01,3302
33,58,137881070,SHUTTLE PARK NORTH,0,5307,33:01,3302
33,58,137919070,SHUTTLE PARK NORTH,0,5307,33:01,3302
33,58,137924070,SHUTTLE PARK NORTH,0,5307,33:01,3302
33,58,137929070,SHUTTLE PARK NORTH,0,5307,33:01,3302
33,58,137934070,SHUTTLE PARK NORTH,0,5307,33:01,3302
33,58,137940070,SHUTTLE PARK NORTH,0,5307,33:01,3302
33,58,137946070,SHUTTLE PARK NORTH,0,5307,33:01,3302
33,58,137952070,SHUTTLE PARK NORTH,0,5307,33:01,3302
33,58,137958070,SHUTTLE PARK NORTH,0,5307,33:01,3302
33,58,137964070,SHUTTLE PARK NORTH,0,5307,33:01,3302
33,58,137970070,SHUTTLE PARK NORTH,0,5307,33:01,3302
33,305,137712020,SHUTTLE PARK NORTH,0,5402,33:03,3303
33,305,137791020,SHUTTLE PARK SOUTH,1,5402,33:51,3303
33,305,137792020,SHUTTLE PARK SOUTH,1,5402,33:51,3303
33,305,137793020,SHUTTLE PARK SOUTH,1,5402,33:51,3303
33,305,137794020,SHUTTLE PARK SOUTH,1,5402,33:51,3303
33,305,137795020,SHUTTLE PARK SOUTH,1,5402,33:51,3303
33,305,137816020,SHUTTLE PARK SOUTH,1,5402,33:51,3303
33,305,137817020,SHUTTLE PARK SOUTH,1,5402,33:51,3303
33,305,137818020,SHUTTLE PARK SOUTH,1,5402,33:51,3303
33,305,137819020,SHUTTLE PARK SOUTH,1,5402,33:51,3303
33,305,137820020,SHUTTLE PARK SOUTH,1,5402,33:51,3303
33,305,137835020,SHUTTLE PARK SOUTH,1,5402,33:51,3303
33,305,137838020,SHUTTLE PARK SOUTH,1,5402,33:51,3303
33,305,137843020,SHUTTLE PARK SOUTH,1,5402,33:51,3303
33,305,137848020,SHUTTLE PARK SOUTH,1,5402,33:51,3303
33,305,137853020,SHUTTLE PARK SOUTH,1,5402,33:51,3303
33,305,137858020,SHUTTLE PARK SOUTH,1,5402,33:51,3303
33,58,137862070,SHUTTLE PARK NORTH,0,5407,33:01,3303
33,58,137868070,SHUTTLE PARK NORTH,0,5407,33:01,3303
33,58,137872070,SHUTTLE PARK NORTH,0,5407,33:01,3303
33,58,137876070,SHUTTLE PARK NORTH,0,5407,33:01,3303
33,58,137880070,SHUTTLE PARK NORTH,0,5407,33:01,3303
33,58,137884070,SHUTTLE PARK NORTH,0,5407,33:03,3303
33,58,137951070,SHUTTLE PARK NORTH,0,5407,33:01,3303
33,58,137957070,SHUTTLE PARK NORTH,0,5407,33:01,3303
10G,58,136025070,DOWNTOWN,1,3107,10G:54,154
10A,305,135871020,DOWNTOWN,1,3202,10A:52,155
10C,305,135948020,CAMPBELL,0,3202,10C:06,155
7,305,137350020,CHATTANOOGA HOUSING AUTHORITY,0,3202,7:01,155
1,58,135757070,ALTON PARK,0,3207,1:03,155
1,58,135759070,ALTON PARK,0,3207,1:03,155
1,58,135761070,ALTON PARK,0,3207,1:03,155
1,58,135766070,ALTON PARK,0,3207,1:04,155
1,58,135791070,DOWNTOWN,1,3207,1:66,155
1,58,135793070,DOWNTOWN,1,3207,1:66,155
1,58,135795070,DOWNTOWN,1,3207,1:66,155
1,58,135800070,DOWNTOWN,1,3207,1:66,155
10A,58,135913070,DOWNTOWN,1,3207,10A:59,155
10A,58,135926070,DOWNTOWN,1,3207,10A:52,155
10A,58,135927070,DOWNTOWN,1,3207,10A:52,155
10A,58,135929070,DOWNTOWN,1,3207,10A:52,155
10G,58,136000070,GLENWOOD,0,3207,10G:04,155
10G,58,136001070,GLENWOOD,0,3207,10G:04,155
10G,58,136002070,GLENWOOD,0,3207,10G:04,155
10G,58,136004070,GLENWOOD,0,3207,10G:04,155
15,305,136427020,ST ELMO VIA INCLINE ,0,3302,15:01,1551
15,305,136428020,ST ELMO VIA INCLINE ,0,3302,15:01,1551
15,305,136429020,ST ELMO VIA INCLINE ,0,3302,15:01,1551
15,305,136430020,ST ELMO VIA INCLINE ,0,3302,15:01,1551
33,58,138000070,SHUTTLE PARK SOUTH,1,5507,33:51,3304
33,58,138004070,SHUTTLE PARK SOUTH,1,5507,33:51,3304
33,58,138008070,SHUTTLE PARK SOUTH,1,5507,33:51,3304
33,58,138012070,SHUTTLE PARK SOUTH,1,5507,33:51,3304
33,58,138016070,SHUTTLE PARK SOUTH,1,5507,33:51,3304
33,58,138083070,SHUTTLE PARK SOUTH,1,5507,33:51,3304
33,58,138089070,SHUTTLE PARK SOUTH,1,5507,33:51,3304
33,58,138095070,SHUTTLE PARK SOUTH,1,5507,33:51,3304
33,58,138101070,SHUTTLE PARK SOUTH,1,5507,33:51,3304
33,58,138107070,SHUTTLE PARK SOUTH,1,5507,33:51,3304
33,58,138113070,SHUTTLE PARK SOUTH,1,5507,33:51,3304
33,58,138119070,SHUTTLE PARK SOUTH,1,5507,33:51,3304
33,305,137659020,SHUTTLE PARK NORTH,0,5602,33:01,3305
33,305,137695020,SHUTTLE PARK NORTH,0,5602,33:01,3305
33,305,137700020,SHUTTLE PARK NORTH,0,5602,33:01,3305
33,305,137705020,SHUTTLE PARK NORTH,0,5602,33:01,3305
33,305,137710020,SHUTTLE PARK NORTH,0,5602,33:03,3305
33,305,137808020,SHUTTLE PARK SOUTH,1,5602,33:51,3305
33,305,137841020,SHUTTLE PARK SOUTH,1,5602,33:51,3305
33,305,137846020,SHUTTLE PARK SOUTH,1,5602,33:51,3305
33,305,137851020,SHUTTLE PARK SOUTH,1,5602,33:51,3305
33,305,137856020,SHUTTLE PARK SOUTH,1,5602,33:51,3305
33,58,137866070,SHUTTLE PARK NORTH,0,5607,33:03,3305
33,58,137931070,SHUTTLE PARK NORTH,0,5607,33:01,3305
33,64,138243010,SHUTTLE PARK SOUTH,1,5901,33:51,3352
33,64,138247010,SHUTTLE PARK SOUTH,1,5901,33:51,3352
33,64,138251010,SHUTTLE PARK SOUTH,1,5901,33:51,3352
33,64,138255010,SHUTTLE PARK SOUTH,1,5901,33:51,3352
33,64,138259010,SHUTTLE PARK SOUTH,1,5901,33:51,3352
33,64,138263010,SHUTTLE PARK SOUTH,1,5901,33:51,3352
33,305,137580020,SHUTTLE PARK NORTH,0,5902,33:01,3352
33,305,137583020,SHUTTLE PARK NORTH,0,5902,33:01,3352
33,305,137587020,SHUTTLE PARK NORTH,0,5902,33:01,3352
33,305,137590020,SHUTTLE PARK NORTH,0,5902,33:01,3352
33,305,137594020,SHUTTLE PARK NORTH,0,5902,33:01,3352
33,305,137598020,SHUTTLE PARK NORTH,0,5902,33:01,3352
33,305,137602020,SHUTTLE PARK NORTH,0,5902,33:01,3352
33,305,137605020,SHUTTLE PARK NORTH,0,5902,33:01,3352
33,305,137609020,SHUTTLE PARK NORTH,0,5902,33:01,3352
33,305,137613020,SHUTTLE PARK NORTH,0,5902,33:01,3352
33,305,137648020,SHUTTLE PARK NORTH,0,5902,33:01,3352
33,305,137649020,SHUTTLE PARK NORTH,0,5902,33:01,3352
33,305,137650020,SHUTTLE PARK NORTH,0,5902,33:01,3352
33,305,137651020,SHUTTLE PARK NORTH,0,5902,33:01,3352
33,305,137652020,SHUTTLE PARK NORTH,0,5902,33:01,3352
33,305,137653020,SHUTTLE PARK NORTH,0,5902,33:01,3352
33,305,137654020,SHUTTLE PARK NORTH,0,5902,33:01,3352
33,305,137727020,SHUTTLE PARK SOUTH,1,5902,33:51,3352
33,305,137729020,SHUTTLE PARK SOUTH,1,5902,33:51,3352
33,58,137963070,SHUTTLE PARK NORTH,0,5407,33:01,3303
33,58,137969070,SHUTTLE PARK NORTH,0,5407,33:01,3303
33,58,137975070,SHUTTLE PARK NORTH,0,5407,33:01,3303
33,58,137981070,SHUTTLE PARK NORTH,0,5407,33:01,3303
33,58,137987070,SHUTTLE PARK NORTH,0,5407,33:01,3303
33,58,137995070,SHUTTLE PARK SOUTH,1,5407,33:51,3303
33,58,138001070,SHUTTLE PARK SOUTH,1,5407,33:51,3303
33,58,138005070,SHUTTLE PARK SOUTH,1,5407,33:51,3303
33,58,138009070,SHUTTLE PARK SOUTH,1,5407,33:51,3303
33,58,138013070,SHUTTLE PARK SOUTH,1,5407,33:51,3303
33,58,138017070,SHUTTLE PARK SOUTH,1,5407,33:51,3303
33,58,138084070,SHUTTLE PARK SOUTH,1,5407,33:51,3303
33,58,138090070,SHUTTLE PARK SOUTH,1,5407,33:51,3303
33,58,138096070,SHUTTLE PARK SOUTH,1,5407,33:51,3303
33,58,138102070,SHUTTLE PARK SOUTH,1,5407,33:51,3303
33,58,138108070,SHUTTLE PARK SOUTH,1,5407,33:51,3303
33,58,138114070,SHUTTLE PARK SOUTH,1,5407,33:51,3303
33,58,138120070,SHUTTLE PARK SOUTH,1,5407,33:51,3303
33,64,138129010,SHUTTLE PARK NORTH,0,5501,33:01,3304
33,64,138133010,SHUTTLE PARK NORTH,0,5501,33:01,3304
33,64,138137010,SHUTTLE PARK NORTH,0,5501,33:01,3304
33,64,138141010,SHUTTLE PARK NORTH,0,5501,33:01,3304
33,64,138145010,SHUTTLE PARK NORTH,0,5501,33:01,3304
33,64,138149010,SHUTTLE PARK NORTH,0,5501,33:03,3304
33,64,138210010,SHUTTLE PARK NORTH,0,5501,33:01,3304
33,64,138216010,SHUTTLE PARK SOUTH,1,5501,33:51,3304
10G,305,135995020,DOWNTOWN,1,402,10G:54,1013
10G,305,135996020,DOWNTOWN,1,402,10G:54,1013
1,305,135699020,ALTON PARK,0,502,1:04,1015
1,305,135747020,DOWNTOWN,1,502,1:66,1015
10A,305,135853020,AVONDALE,0,502,10A:01,1015
10G,305,135983020,DOWNTOWN,1,502,10G:54,1015
7,305,137347020,CHATTANOOGA HOUSING AUTHORITY,0,502,7:01,1015
1,64,135831010,ALTON PARK,0,601,1:03,102
1,64,135833010,ALTON PARK,0,601,1:03,102
1,64,135841010,DOWNTOWN,1,601,1:65,102
1,64,135843010,DOWNTOWN,1,601,1:66,102
10A,64,135937010,DOWNTOWN,1,601,10A:52,102
10A,64,135941010,DOWNTOWN,1,601,10A:52,102
10G,64,136036010,GLENWOOD,0,601,10G:03,102
10G,64,136037010,GLENWOOD,0,601,10G:04,102
1,305,135697020,ALTON PARK,0,602,1:03,102
1,305,135702020,ALTON PARK,0,602,1:03,102
1,305,135707020,ALTON PARK,0,602,1:03,102
1,305,135742020,DOWNTOWN,1,602,1:66,102
1,305,135746020,DOWNTOWN,1,602,1:66,102
1,305,135749020,DOWNTOWN,1,602,1:66,102
10A,305,135888020,DOWNTOWN VIA DODSON AVE HEALTH CTR,1,602,10A:57,102
10A,305,135891020,DOWNTOWN VIA DODSON AVE HEALTH CTR,1,602,10A:55,102
10A,305,135893020,DOWNTOWN VIA DODSON AVE HEALTH CTR,1,602,10A:55,102
10C,305,135951020,CAMPBELL,0,602,10C:05,102
10G,305,135957020,GLENWOOD,0,602,10G:04,102
10G,305,135966020,GLENWOOD,0,602,10G:04,102
10G,305,135968020,GLENWOOD,0,602,10G:04,102
10G,305,135977020,DOWNTOWN,1,602,10G:56,102
1,58,135787070,ALTON PARK,0,607,1:04,102
1,58,135817070,DOWNTOWN,1,607,1:66,102
10A,58,135907070,AVONDALE,0,607,10A:01,102
10G,58,136033070,DOWNTOWN,1,607,10G:55,102
1,305,135704020,ALTON PARK,0,702,1:03,103
1,305,135751020,DOWNTOWN,1,702,1:66,103
10A,305,135878020,DOWNTOWN,1,702,10A:59,103
10A,305,135895020,DOWNTOWN,1,702,10A:51,103
10G,305,135956020,GLENWOOD,0,702,10G:04,103
1,58,135776070,ALTON PARK,0,707,1:03,103
1,58,135780070,ALTON PARK,0,707,1:03,103
1,58,135784070,ALTON PARK,0,707,1:03,103
1,58,135809070,DOWNTOWN,1,707,1:66,103
1,58,135814070,DOWNTOWN,1,707,1:66,103
1,58,135820070,DOWNTOWN,1,707,1:66,103
10A,58,135903070,AVONDALE,0,707,10A:01,103
10A,58,135908070,AVONDALE,0,707,10A:04,103
10A,58,135915070,DOWNTOWN,1,707,10A:52,103
7,305,137362020,DOWNTOWN,1,4102,7:51,1952
2,305,136598020,NORTH CHATTANOOGA,0,4202,2:01,201
2,305,136599020,NORTH CHATTANOOGA,0,4202,2:01,201
2,305,136600020,NORTH CHATTANOOGA,0,4202,2:01,201
2,305,136601020,NORTH CHATTANOOGA,0,4202,2:01,201
2,305,136602020,NORTH CHATTANOOGA,0,4202,2:01,201
2,305,136609020,NORTH CHATTANOOGA,0,4202,2:01,201
2,305,136611020,NORTH CHATTANOOGA,0,4202,2:01,201
2,305,136624020,DOWNTOWN,1,4202,2:51,201
2,305,136626020,DOWNTOWN,1,4202,2:51,201
2,305,136628020,DOWNTOWN,1,4202,2:51,201
2,305,136630020,DOWNTOWN,1,4202,2:51,201
2,305,136631020,DOWNTOWN,1,4202,2:51,201
2,305,136633020,DOWNTOWN,1,4202,2:51,201
2,305,136635020,DOWNTOWN,1,4202,2:51,201
21,305,136637020,GOLDEN GATEWAY,0,4202,21:01,201
21,305,136651020,GOLDEN GATEWAY,0,4202,21:01,201
21,305,136653020,GOLDEN GATEWAY,0,4202,21:01,201
21,305,136655020,GOLDEN GATEWAY,0,4202,21:01,201
21,305,136657020,GOLDEN GATEWAY,0,4202,21:01,201
21,305,136660020,GOLDEN GATEWAY,0,4202,21:01,201
21,305,136662020,GOLDEN GATEWAY,0,4202,21:01,201
21,305,136664020,GOLDEN GATEWAY,0,4202,21:02,201
21,305,136665020,DOWNTOWN,1,4202,21:51,201
21,305,136679020,DOWNTOWN,1,4202,21:55,201
7,305,137355020,DOWNTOWN,1,1402,7:51,1072
1,305,135691020,ALTON PARK,0,1502,1:03,108
1,305,135736020,DOWNTOWN,1,1502,1:66,108
10A,305,135845020,AVONDALE,0,1502,10A:01,108
10C,305,135946020,CAMPBELL,0,1502,10C:03,108
10G,305,135971020,DOWNTOWN,1,1502,10G:54,108
10G,305,135972020,DOWNTOWN,1,1502,10G:56,108
7,305,137345020,CHATTANOOGA HOUSING AUTHORITY,0,1502,7:01,108
1,58,135764070,ALTON PARK,0,1507,1:03,108
1,58,135769070,ALTON PARK,0,1507,1:03,108
1,58,135773070,ALTON PARK,0,1507,1:03,108
1,58,135798070,DOWNTOWN,1,1507,1:66,108
1,58,135803070,DOWNTOWN,1,1507,1:66,108
1,58,135807070,DOWNTOWN,1,1507,1:66,108
10A,58,135912070,AVONDALE,0,1507,10A:01,108
10A,58,135914070,DOWNTOWN,1,1507,10A:52,108
10A,58,135918070,DOWNTOWN,1,1507,10A:52,108
10A,58,135920070,DOWNTOWN,1,1507,10A:52,108
10G,58,136006070,GLENWOOD,0,1507,10G:04,108
10G,58,136008070,GLENWOOD,0,1507,10G:04,108
10G,58,136011070,GLENWOOD,0,1507,10G:03,108
10G,58,136021070,DOWNTOWN,1,1507,10G:55,108
10C,305,135947020,CAMPBELL,0,1602,10C:03,109
33,58,137890070,SHUTTLE PARK NORTH,0,6007,33:01,3353
33,58,137894070,SHUTTLE PARK NORTH,0,6007,33:01,3353
33,58,137898070,SHUTTLE PARK NORTH,0,6007,33:01,3353
33,58,137902070,SHUTTLE PARK NORTH,0,6007,33:01,3353
33,58,137906070,SHUTTLE PARK NORTH,0,6007,33:01,3353
33,58,137910070,SHUTTLE PARK NORTH,0,6007,33:01,3353
33,58,137914070,SHUTTLE PARK NORTH,0,6007,33:01,3353
33,58,137918070,SHUTTLE PARK NORTH,0,6007,33:01,3353
33,58,137923070,SHUTTLE PARK NORTH,0,6007,33:01,3353
33,58,137928070,SHUTTLE PARK NORTH,0,6007,33:01,3353
33,58,137933070,SHUTTLE PARK NORTH,0,6007,33:01,3353
33,58,137939070,SHUTTLE PARK NORTH,0,6007,33:01,3353
33,58,137945070,SHUTTLE PARK NORTH,0,6007,33:03,3353
33,58,138019070,SHUTTLE PARK SOUTH,1,6007,33:51,3353
33,58,138023070,SHUTTLE PARK SOUTH,1,6007,33:51,3353
33,58,138027070,SHUTTLE PARK SOUTH,1,6007,33:51,3353
33,58,138031070,SHUTTLE PARK SOUTH,1,6007,33:51,3353
33,58,138035070,SHUTTLE PARK SOUTH,1,6007,33:51,3353
33,58,138039070,SHUTTLE PARK SOUTH,1,6007,33:51,3353
33,58,138043070,SHUTTLE PARK SOUTH,1,6007,33:51,3353
33,58,138047070,SHUTTLE PARK SOUTH,1,6007,33:51,3353
33,58,138051070,SHUTTLE PARK SOUTH,1,6007,33:51,3353
33,58,138056070,SHUTTLE PARK SOUTH,1,6007,33:51,3353
33,58,138061070,SHUTTLE PARK SOUTH,1,6007,33:51,3353
33,58,138066070,SHUTTLE PARK SOUTH,1,6007,33:51,3353
33,58,138072070,SHUTTLE PARK SOUTH,1,6007,33:51,3353
